Batch No,SSE,Silhouette Score,Accuracy
116,977.3723538081623,0.003613027806165414,0.492
117,980.0520583975142,0.001630316109456276,0.488
118,973.2603682484257,0.004476302812414993,0.516
119,978.2852789627001,0.0026862066812002555,0.48
120,980.5066647426898,0.0013420687374401457,0.506
121,976.3043590264624,0.004518268794719756,0.508
122,978.3904390957335,0.002873988034908064,0.51
123,976.4160703956549,0.0037178964977937733,0.48
124,975.7521121739761,0.00353873244531657,0.488
125,973.4814072161832,0.004989904613297018,0.491
126,973.4509308281367,0.0037658413113549074,0.493
127,980.1763912619161,0.0020249098194092072,0.514
128,976.1164757382986,0.004343222661225857,0.459
129,971.9251702938657,0.004664492864754006,0.479
130,977.987141126823,0.0027944423938906695,0.482
131,978.8351741870938,0.0035074289518964115,0.49
132,977.1694120214295,0.004510017608340933,0.484
133,972.5816953925646,0.004162004294355617,0.517
134,977.3121358684793,0.0023280856585408934,0.502
135,976.3051295624533,0.002783081940613859,0.493
136,973.5970390596838,0.003609131102906117,0.484
137,977.4885512631331,0.00136392872058678,0.518
138,978.4310863853989,0.0030220448589100652,0.517
139,978.86838038197,0.001864710073262508,0.478
140,978.9637446409752,0.0020540265625349106,0.494
141,975.9068029251506,0.0022856210620422006,0.48
142,979.5400419521111,0.002477909012827234,0.519
143,976.8217489031136,0.0029123503152417127,0.487
144,972.2249717126219,0.005000039798970782,0.483
145,976.5642902066575,0.002653775620235943,0.499
146,979.88046127503,0.0016482743395215382,0.51
147,977.449861484516,0.002495446133280107,0.533
148,976.8731560633237,0.0022266254799905966,0.511
149,969.0287775442663,0.00605300081154129,0.511
150,978.1444361750928,0.003547498843122676,0.493
151,976.1783539745264,0.003413491935304576,0.489
152,971.8566296416545,0.005369905391384446,0.512
153,979.0678822237852,0.0012841741550780072,0.513
154,981.2443739475112,0.0021094077172254763,0.502
155,976.442257627352,0.0038834090308594365,0.498
156,977.2378982143737,0.0036986609129794953,0.509
157,974.8322229878654,0.0033146771167370612,0.487
158,976.0321339145275,0.0028827714801537576,0.501
159,978.2175427730499,0.002792668137561601,0.49
160,977.6998947607772,0.003656024414579911,0.512
161,976.4210922296461,0.0032972208653057862,0.485
162,980.66654137466,0.0024157650853016254,0.509
163,977.5400376803053,0.002372584431757893,0.509
164,978.0873406714996,0.0029821536523746256,0.501
165,976.0294081511292,0.0029012673033888517,0.51
166,974.3912530743352,0.004393625108455069,0.49
167,977.3962175521195,0.0026797609819298666,0.465
168,978.4793917468397,0.00158911790371196,0.512
169,977.2698298032367,0.0033024103831264286,0.505
170,977.5027975900553,0.002809214770355853,0.494
171,974.4934910134953,0.0033233521118229393,0.504
172,971.8262552204284,0.0042092782267217806,0.474
173,980.780278449906,0.0011452577535341173,0.512
174,977.282544542604,0.0031654853407908686,0.509
175,979.3786338346736,0.0025316721348473447,0.492
176,974.6992698174387,0.00374679120641815,0.508
177,979.2591319971013,0.00279468555732965,0.506
178,977.9648493664906,0.003336381041047181,0.483
179,977.5034664646755,0.0018670749176788574,0.528
180,972.4015642535036,0.004516377822355958,0.496
181,976.8815049072653,0.003021138971556596,0.501
182,974.3409370442996,0.004724753892033233,0.502
183,978.229140009384,0.003978263863512599,0.48
184,978.900582530171,0.002154223981733277,0.504
185,977.5602205255277,0.001833480657146224,0.466
186,979.8041883379029,0.0013247998564642973,0.512
187,981.1426953870024,0.0014900218199486465,0.491
188,980.7118148424465,0.0013316171903637228,0.481
189,977.2848785891276,0.003418987713527609,0.483
190,979.0922237121999,0.003287702341945341,0.511
191,974.4396222261284,0.0028772098086049243,0.5
192,977.7299614165798,0.004125779293135834,0.511
193,977.4326123000828,0.002601935066958629,0.511
194,976.7710701671917,0.002880854874564885,0.462
195,977.677706202461,0.0017272651484110083,0.485
196,972.6023178065163,0.0041452154292866555,0.516
197,974.2629283422441,0.003484138368890488,0.501
198,973.5165751794196,0.00449784604601857,0.495
199,976.3701523985154,0.0027700497637027557,0.52
200,975.8413691823164,0.0025416272003424794,0.502
201,975.9056934596442,0.002843685511467651,0.474
202,970.0995247368737,0.005241277589980136,0.503
203,974.1956703299004,0.003141493778594301,0.488
204,974.7360208923453,0.0034871641067993676,0.503
205,975.5148393117738,0.0023103857961127403,0.472
206,975.6521825862864,0.003946535313280899,0.501
207,974.6319308592718,0.0044166034454447755,0.48
208,975.4037411635327,0.004411027590198003,0.495
209,976.4885436444731,0.0028371665092716564,0.48
210,973.9955625093316,0.004270298826888389,0.516
211,979.190066556557,0.003137440296238338,0.493
212,975.227974613685,0.002629520737497793,0.515
213,972.068780653775,0.004718410605640141,0.494
214,974.6336093777323,0.0054326500685011,0.491
215,974.9115639407421,0.0038844672619096038,0.512
216,975.4824216901865,0.00450553292896703,0.483
217,976.7541457363209,0.004486249513026797,0.478
218,972.1764189559115,0.006155152286813273,0.484
219,976.0145454467086,0.004321100312426103,0.482
220,979.3874801702742,0.0018957045251126623,0.48
221,973.8238059302444,0.004255419799718944,0.484
222,977.5206736766996,0.0026738312512149132,0.501
223,975.2118242983636,0.0030608333032848406,0.496
224,971.9264363748542,0.004232585031895583,0.516
225,977.524885922488,0.0035079923719212635,0.473
226,980.4560918746689,0.0018386415168285628,0.471
227,976.515803406444,0.0035154423834057773,0.5
228,979.106303657797,0.002257806590304812,0.499
229,974.6580274878258,0.002568342087349664,0.519
230,978.7305005656973,0.0032712178305663356,0.497
231,979.6716056627902,0.001901463399042308,0.491
232,980.0180505023832,0.0023564898303649632,0.5
233,975.4842156617283,0.003347866421862355,0.518
234,977.2305064928541,0.004310998735094387,0.494
235,970.5199921996135,0.005000210331406178,0.477
236,976.5416271681661,0.002878552696511772,0.515
237,974.135236735131,0.0035920960536084687,0.48
238,977.9942985888945,0.0029361684406797295,0.489
239,973.5062990429929,0.0033481434155413227,0.491
240,971.526635256361,0.004672158184258498,0.505
241,974.6196101526091,0.003906037225573402,0.499
242,976.7156225952256,0.002005426065189075,0.498
243,973.4087195103291,0.004193137007600262,0.481
244,978.2772952269474,0.001860341816085771,0.477
245,977.2577033970321,0.002721418803427092,0.495
246,973.4502269131585,0.0044022283482605075,0.499
247,974.1348858919047,0.0049566737307491365,0.519
248,980.0595938903699,0.002628004715515126,0.465
249,978.3278455825875,0.0021133686769452095,0.498
250,975.4129923580429,0.003697582920325276,0.475
251,976.0676280941583,0.002509665721240417,0.505
252,974.4852641373932,0.004935214361166599,0.512
253,971.714070175391,0.004834369567721142,0.492
254,975.2005038232805,0.002577026395200369,0.485
255,979.2713860181327,0.001377456664043622,0.501
256,976.0471168052452,0.004104954815892136,0.491
257,974.1138862100745,0.0032047575308851804,0.481
258,970.2219119404602,0.00576366613249272,0.493
259,977.1557755014904,0.002097976454647898,0.481
260,976.5742200230112,0.003933769320521179,0.499
261,974.2166882881384,0.0029941998699161746,0.471
262,977.802911161459,0.003022085321759514,0.489
263,976.3827733304678,0.0033231146581330843,0.526
264,975.8884204553691,0.0047283160608150914,0.475
265,974.7091291163188,0.0029233921900230883,0.51
266,974.2273053155997,0.0035299040246332012,0.488
267,971.5717192480151,0.005630673637654419,0.513
268,979.0102442606619,0.003119294733276086,0.514
269,979.4296874459742,0.0018297453844301525,0.505
270,975.2744801148104,0.0025668887464788803,0.499
271,975.5340140575372,0.003372208756791199,0.489
272,979.0786523110664,0.00438915152069088,0.497
273,978.8084620156939,0.002539335171211621,0.494
274,975.5846006699691,0.003031986956526451,0.486
275,977.0662678275262,0.004995278415373214,0.502
276,973.386694668943,0.005469832030828062,0.477
277,977.7998840056663,0.002081686236698312,0.489
278,975.9821829974687,0.003268011540423001,0.494
279,968.760399531853,0.0061833034453665425,0.499
280,978.1015419512673,0.002507262345078796,0.481
281,973.5412408431474,0.0038245961543378055,0.507
282,976.356261809513,0.0032304532359223844,0.495
283,971.9191512025319,0.0047820475793440235,0.503
284,973.5461378544009,0.0030130353321497676,0.473
285,976.9768186876069,0.004742002417270983,0.497
286,973.2571282011635,0.005416170244070094,0.494
287,976.5504203513977,0.0037187318657460537,0.502
288,975.5179355346122,0.003180112061863211,0.497
289,975.7791094212919,0.0038960483160672995,0.474
290,973.8716600525536,0.005045385459491808,0.491
291,975.2529133204389,0.0038042568905637337,0.505
292,977.1422758441954,0.0032292855019733333,0.5
293,979.4263179247745,0.003681260470615805,0.473
294,978.3181372496616,0.003146142715505921,0.514
295,981.3567690559127,0.00040900242561507736,0.5
296,975.4811616188188,0.003458086950990207,0.513
297,977.6008548715051,0.003057483330333987,0.522
298,978.2889410324262,0.002205260784006015,0.508
299,977.4898758294757,0.0013357711843446926,0.481
300,979.8124794544335,0.002951144672017172,0.494
301,971.998959063541,0.00416606397448334,0.498
302,977.8080385289862,0.0016618368576606479,0.515
303,977.0171450678657,0.002838217547975376,0.507
304,975.8138856962968,0.002077493252536659,0.493
305,976.3051942938228,0.0028455444025348537,0.484
306,972.992967714342,0.003914133386976513,0.511
307,981.0673453512665,0.0008818788982425897,0.497
308,975.7629030464282,0.0042081732656658235,0.485
309,981.0397429883302,0.0014784560106655608,0.493
310,976.3539199147561,0.003979084265320374,0.467
311,974.5802375007536,0.003453041537359894,0.498
312,979.7846424040285,0.0024641455401320108,0.492
313,976.0264288621871,0.003996289457051833,0.515
314,973.3272079192202,0.004295067465841047,0.48
315,973.9418263445518,0.0035871459995271476,0.51
316,974.8687664200604,0.0032983848731044088,0.495
317,977.5681940774639,0.003114033938346613,0.497
318,975.1288960540305,0.003989750023479346,0.461
319,980.7223855159953,0.0008354883231173534,0.483
320,976.7531613609757,0.0035796396826647636,0.501
321,979.9687560230577,0.0019536497693575803,0.524
322,972.1511188299836,0.004270436415474052,0.475
323,977.7312279869216,0.0037279704532649075,0.481
324,974.9251702099622,0.004393377431193839,0.497
325,975.309347887286,0.0037291825906888058,0.505
326,977.097589895684,0.0032805827340529124,0.48
327,971.0811679738475,0.004612167025613933,0.496
328,975.4837237919148,0.00561156372673781,0.487
329,979.7978770682316,0.002771704361082287,0.516
330,973.4852991035895,0.00456414351282448,0.492
331,976.1501557577662,0.002878410166757848,0.507
332,978.3346929018243,0.002061949262571978,0.513
333,972.7016817368598,0.00293249585487148,0.488
334,976.2290776609605,0.003289936206388561,0.5
335,978.8050659787225,0.003775583405884856,0.487
336,978.4870922414848,0.0008420695866791889,0.527
337,974.7317621213389,0.003182251809294475,0.529
338,972.316296518732,0.005805189114235745,0.504
339,978.7901243619026,0.00378696883939413,0.491
340,979.852274991529,0.0022601797446408,0.478
341,971.7363719307207,0.004749851506496718,0.506
342,977.7979975619616,0.002454891659627552,0.494
343,977.2836099999807,0.0019403226158414722,0.496
344,976.566726767289,0.003229642773954333,0.498
345,980.5621331277288,0.0026051549747353143,0.503
346,978.9877032927319,0.0010650697314318065,0.491
347,978.1880096649448,0.0019363269645003248,0.517
348,977.1967808825398,0.002967171299915228,0.538
349,979.5514075504572,0.0019795100079486416,0.471
350,974.0994578653899,0.00527522901490866,0.517
351,977.3182363566035,0.0033990130517317745,0.508
352,978.3367707077382,0.0022567707600071223,0.507
353,977.5616098863743,0.003721933575038634,0.501
354,981.351661023092,0.0012020634881767355,0.496
355,978.640023993202,0.0025376157652914487,0.512
356,979.0999502391128,0.0028500875929819555,0.498
357,978.1018459971672,0.0035181351108794314,0.512
358,976.5187632768198,0.0033328547762992355,0.525
359,976.6996197483886,0.0015964277866560468,0.479
360,976.762010838215,0.0018650122652671079,0.463
361,975.0795107917637,0.003702472623957058,0.498
362,972.4155029420958,0.004392205663126601,0.485
363,975.7270711351752,0.004170248136342538,0.5
364,977.0389469486247,0.002235759595627843,0.509
365,975.0385394316945,0.0042788312962995755,0.507
366,967.980694174174,0.006472500501519013,0.519
367,978.0375522524943,0.0038862995702784926,0.451
368,976.9380834809352,0.003953548174072991,0.512
369,972.3478284148696,0.0034308951534206345,0.47
370,974.5651692234584,0.003659424366397719,0.506
371,977.2826206767224,0.003115549362818216,0.513
372,977.0719032145563,0.0027685670986264165,0.49
373,976.7620704031094,0.0025601299967511785,0.473
374,977.1250940950958,0.003414799079206137,0.49
375,974.4538830019868,0.0048262465343976955,0.495
376,980.8844024832639,0.00145599660683343,0.49
377,972.4198334189434,0.004385944661412126,0.492
378,976.2764542985849,0.0040188047018916056,0.505
379,977.3967100127238,0.0035514520687924636,0.52
380,976.6683240486273,0.003568882551423571,0.496
381,976.6881290811878,0.0034325255443455366,0.485
382,979.9594598474489,0.0017932260552235126,0.477
383,981.5885581008496,0.0010440446895883578,0.501
384,974.990335316819,0.0027801540352093523,0.488
385,977.1192242743019,0.002530964973393458,0.472
386,976.4111196673032,0.0019357792471140674,0.519
387,974.3155019157849,0.0035568945299800704,0.49
388,976.0888304489778,0.0037502226994779266,0.49
389,975.7795771269351,0.002623860318939619,0.53
390,974.7794201432692,0.0026047124268129824,0.491
391,973.7192920371458,0.003161446737040376,0.489
392,977.1170233555259,0.0024856577320444737,0.483
393,974.1240642300459,0.004708780383678795,0.488
394,975.3501485014779,0.004918670676608967,0.528
395,977.2568493151311,0.003592449012427881,0.5
396,971.8160148899183,0.002662091877441682,0.506
397,972.9217333867176,0.003028117672240753,0.478
398,976.090173358926,0.0032137706111995874,0.48
399,975.1260308961278,0.003339578361112606,0.511
400,980.0032124625486,0.004155917331175579,0.485
401,979.5656289037879,0.003089014544716321,0.483
402,976.3905773411926,0.002949392986693486,0.491
403,975.1847693915188,0.0031044382428144193,0.474
404,980.7537277415245,0.0016026058975492986,0.528
405,974.7967717117247,0.002638245384060031,0.516
406,981.7368371889809,0.003374727712008543,0.493
407,977.0527788038273,0.0013449081590877151,0.495
408,976.8901727692798,0.003607762068513237,0.499
409,974.9992044806235,0.00435822938230188,0.504
410,975.6569323503154,0.0029817889216866853,0.52
411,974.1594534487153,0.004333083845784318,0.538
412,979.449349731885,0.0008759667198597079,0.496
413,975.5636091386432,0.003280983363713718,0.501
414,973.6498151169304,0.003831326336170101,0.484
415,982.611062583484,0.0015487153150668348,0.499
416,971.0973362324675,0.005149668874338719,0.531
417,976.2926246417462,0.004588274461195838,0.494
418,976.369281077999,0.002632510195281226,0.504
419,977.8751115709781,0.00255663144142755,0.504
420,975.3490197137179,0.0030225770395823927,0.49
421,973.8539070123152,0.004348927029308251,0.509
422,975.8009078642234,0.002739082384670066,0.506
423,975.8006812209388,0.002149102579440119,0.491
424,976.1320779431641,0.0028721130418371244,0.516
425,975.9998562417472,0.0022338743068214422,0.49
426,977.2480970038339,0.003670589184930509,0.495
427,975.3443646809288,0.004905389949654823,0.497
428,973.8297262472367,0.004093650912654206,0.491
429,978.3796044734273,0.0030081586365112056,0.491
430,977.0946515973549,0.002138890049857606,0.503
431,975.4260191939786,0.004358643048748629,0.465
432,975.190808562545,0.0044846199183611254,0.504
433,977.2527363043579,0.0024677534867865642,0.483
434,979.7048589794578,0.0020506246397894137,0.512
435,973.7983383400842,0.003490705875257097,0.503
436,979.8186945393338,0.0016069937956876598,0.496
437,977.3575875505908,0.002750523773929339,0.481
438,974.4052860635489,0.0038311357867799652,0.522
439,972.263009705038,0.004794217904519747,0.506
440,977.045474701464,0.003154118822400414,0.513
441,978.2611470485085,0.003349380188559166,0.488
442,977.9144065493216,0.001944727232649133,0.513
443,978.0064626355146,0.0020855324152477903,0.507
444,979.9702397514174,0.0023531333657279695,0.509
445,977.1386286891479,0.002189663931427291,0.51
446,979.187449613954,0.0018004039583404301,0.499
447,978.9399030960949,0.0021029958238611476,0.51
448,973.9183466139846,0.004912416384475354,0.479
449,979.3673675990271,0.0017672030311850287,0.504
450,977.3569779113373,0.0014940821495456778,0.5
451,978.1596279747339,0.0033815458360204067,0.505
452,980.1742222785057,0.0014185551497433373,0.487
453,975.1544265803408,0.002815406294311004,0.473
454,979.389968766128,0.0007809905800698847,0.517
455,976.732881753627,0.0031559676949795058,0.483
456,976.706857421734,0.0028213975778386313,0.512
457,975.950266035365,0.003401223744637404,0.473
458,975.6566211505959,0.00253124981889448,0.498
459,975.8889173012816,0.0034047669268567984,0.504
460,976.0623700243766,0.0017897943563625225,0.492
461,978.1058589053087,0.0021661132247223712,0.514
462,981.3304710064865,0.000917453873261397,0.516
463,975.9311763293834,0.0038844131733173663,0.507
464,975.6047066451943,0.0034268256866745697,0.485
465,976.9737206768721,0.0029780250471453506,0.485
466,976.2569565058797,0.0035555224582473123,0.526
467,977.1570787493355,0.0031571951877778287,0.514
468,975.6473739476118,0.003560692644880261,0.517
469,974.1997180101646,0.003926808018556461,0.49
470,975.0421966923448,0.004221986625265666,0.514
471,977.8297495796002,0.002954367044367792,0.493
472,976.7531468243571,0.003445802795698924,0.493
473,976.6625750667904,0.0031490387357439383,0.477
474,976.3682963518457,0.0024900366879455796,0.507
475,975.5201853071086,0.003261472268570581,0.489
476,979.6174197767032,0.0019829389675830654,0.507
477,978.4996073468271,0.0024807519682568443,0.518
478,973.2650402574636,0.004532262355780543,0.491
479,976.3631944172614,0.003799906666350511,0.484
480,976.7581209050688,0.0030447334437205343,0.504
481,980.0787975306288,0.0013598917896374058,0.515
482,976.915474795297,0.003377341119586469,0.506
483,977.1596651789596,0.0022246766213144882,0.499
484,975.6019529831502,0.002910916912259811,0.512
485,977.0632741168038,0.0034478892851766262,0.499
486,974.5902754733702,0.003857137955897505,0.504
487,976.4326026911177,0.0029439036854053088,0.481
488,974.225017989859,0.003432239663057549,0.507
489,978.0500539040688,0.0017212324371179725,0.492
490,980.9962104493527,0.0020999636296463323,0.507
491,978.0898040498081,0.0029284394998796075,0.487
492,974.472815681147,0.004160413262363975,0.477
493,977.9179206613268,0.004916061968625831,0.483
494,979.1516037995987,0.004408758623591374,0.509
495,974.7943279314953,0.004296610660567991,0.482
496,971.4706174977995,0.00485895827285904,0.508
497,976.5457449811637,0.0035137306436013364,0.479
498,979.7405196060661,0.001791731480299769,0.527
499,974.5357233235552,0.003413869438310065,0.497
500,977.4950403082984,0.002333227419743949,0.473
501,977.3134042169929,0.0037562565663036293,0.515
502,980.5839481971702,0.001907458510109879,0.499
503,977.2550758560102,0.00331792643519489,0.499
504,976.9616503432756,0.0021193984361176066,0.497
505,975.9473556169464,0.003227377780264747,0.479
506,972.9413272168059,0.004450487867484753,0.481
507,979.8000906853548,0.0012149680195213028,0.475
508,975.9622577821027,0.0022153951275481194,0.479
509,976.4295186378207,0.003498221385273399,0.525
510,977.2992726361124,0.0033756571473660423,0.495
511,975.52772228936,0.004795871598637584,0.494
512,973.0752290173069,0.005637349381006578,0.49
513,976.0658462804593,0.0023600202174937374,0.508
514,973.606969858795,0.001696796380319633,0.514
515,979.8969587822908,0.001966381048693578,0.492
516,979.553770234616,0.0020020392112015876,0.518
517,980.8277994757825,0.0009693974520056647,0.494
518,978.4840502018815,0.0028782822629138554,0.505
519,968.8371248946388,0.005902108616601568,0.482
520,977.9803988569647,0.0026515462142216507,0.503
521,974.2557035289292,0.004942339755718887,0.498
522,976.844472768317,0.003252903596540979,0.488
523,979.0268549015848,0.0025086044075728147,0.497
524,976.179338749268,0.001972676711283239,0.489
525,975.1856038457894,0.004631122034229232,0.469
526,974.9477213441189,0.0035414837995433653,0.511
527,976.5545350685666,0.0035506826142693735,0.491
528,970.4976276882045,0.00609057984631368,0.487
529,975.1912258488144,0.003408126026656331,0.507
530,976.8010004233821,0.003307728402217341,0.498
531,974.0830877576466,0.003836525930334121,0.494
532,976.6510272233171,0.002895806737286002,0.483
533,977.6950651946361,0.0025481549132543926,0.499
534,978.8883907284437,0.0016306753447201826,0.489
535,975.8675120733919,0.0030448721237343506,0.495
536,975.3331630155494,0.004810784963157071,0.479
537,977.857248546552,0.0025026023241899544,0.493
538,977.5159273406928,0.003743559146576686,0.497
539,980.0272790066127,0.001420757181627885,0.498
540,973.3921715247768,0.0037047688901089416,0.475
541,975.7043935554291,0.004645318514686201,0.479
542,978.6595808144996,0.0034202820716393995,0.469
543,976.8048110932334,0.003955264869976204,0.48
544,971.3655920088297,0.006343934284779273,0.499
545,976.6946761966226,0.003763399997484115,0.499
546,978.3512863550594,0.0028842551078805388,0.516
547,978.5306843481303,0.002839694591907591,0.495
548,980.1029649488676,0.00205554271008922,0.494
549,975.338988752347,0.0035784881256751035,0.5
550,974.6113089861343,0.0034907345517929396,0.477
551,978.7235946599874,0.0017593870887089003,0.477
552,971.5006298132321,0.004753035361808393,0.494
553,976.1655456462746,0.005307702566817834,0.508
554,977.9323605246288,0.0019141998695226007,0.493
555,974.0058268785856,0.004683426759258437,0.472
556,976.0961575246233,0.003488725810909495,0.508
557,976.5325809517243,0.001474200902513236,0.482
558,976.4510589112037,0.00402182792320634,0.486
559,977.8428616658668,0.003379341603657882,0.501
560,974.313772008321,0.004261887114624016,0.479
561,977.6300136377315,0.0034212037071321482,0.507
562,971.9694362048294,0.003555740758514885,0.494
563,978.392780664884,0.0015553999986735567,0.509
564,979.6668047341775,0.003941565604935964,0.513
565,971.6157676336984,0.0052649716922056776,0.514
566,975.3633510540802,0.004285283512431047,0.511
567,978.4478299577718,0.0025471433683474823,0.496
568,976.1957579372286,0.00407541347326853,0.484
569,979.1764683796135,0.0019711038595947848,0.488
570,975.8306813663437,0.003011729736138919,0.483
571,972.2701457238335,0.005419934506063471,0.492
572,978.1864976275601,0.0026883652811584753,0.47
573,972.8357307615881,0.003936814877727648,0.515
574,977.8720051006658,0.0028127014650969943,0.516
575,977.0734755463047,0.0028149184593460916,0.53
576,977.5917040987025,0.003228785517088232,0.522
577,976.1734838809942,0.0038165890932026288,0.477
578,978.7663105263819,0.002107468283655981,0.514
579,976.9478698928596,0.002888346128783236,0.503
580,975.7454942642303,0.0038779770383195276,0.491
581,979.4700620067463,0.0023576739384218756,0.528
582,975.390746362345,0.0038456832171050817,0.499
583,976.7401074052514,0.0037661122533791786,0.472
584,978.9939022360873,0.0010340033737496709,0.538
585,976.1507264961609,0.0040080154682745695,0.491
586,976.588401199723,0.0037320009468015457,0.514
587,978.4552071390451,0.0007300521436145774,0.5
588,977.9850448584233,0.0028256109070409446,0.499
589,978.2301951693847,0.002111666888531554,0.482
590,978.0016758755157,0.0033620639712409897,0.486
591,977.5337798234466,0.003370594411924483,0.481
592,968.1545104052403,0.0043388479298998184,0.491
593,973.8465865942927,0.0053119047227970125,0.511
594,973.4985189659035,0.004438973835229985,0.482
595,976.2197509473351,0.0017560784103916383,0.47
596,977.2907628009393,0.002400950483995455,0.517
