Batch No,SSE,Silhouette Score
481,2454.710071313749,0.003871964478281879
482,2465.7656884036646,0.0025182451822115745
483,2457.626358027001,0.003556646302681593
484,2458.055021969258,0.003433560008704116
485,2459.2816526368047,0.003470130779737488
486,2460.572899904382,0.0032716941074302838
487,2461.565468579398,0.003343917894299068
488,2458.457733458399,0.0033762755409632917
489,2464.4491782490227,0.0027437927068111405
490,2465.2838639922966,0.0026571194169403805
491,2461.566813406021,0.003158827655303143
492,2456.9098692495745,0.003483754857544406
493,2455.7784257303565,0.003716093785940006
494,2457.586150204243,0.003795803538307105
495,2461.4409292982527,0.0028222113757056647
496,2456.748201923492,0.003905171900418521
497,2460.986286526616,0.0031700007030597706
498,2457.48811243917,0.003598432396612185
499,2459.666234496836,0.003284422592685595
500,2457.401681701538,0.0033398195806982416
501,2462.1006378708435,0.0030877277495132424
502,2458.338449670133,0.003626544317914599
503,2456.8775004570975,0.0033565312506321546
504,2461.63156942201,0.003143447564478792
505,2459.2336342403332,0.003139639468419264
506,2463.4560294120297,0.002582468372264094
507,2454.565875112034,0.00414281759147126
508,2458.0492159483106,0.003486310907357109
509,2468.2849718563575,0.0024719281925312036
510,2463.7669805339715,0.0028109891235204173
511,2458.435830718324,0.0035314908238235133
512,2454.8174347099593,0.004115095769637542
513,2461.7309808513173,0.003200005600219846
514,2462.702731215966,0.0028016478434043607
515,2456.713329275646,0.0036393996840728277
516,2451.5803160544933,0.004426112109809393
517,2459.998979878732,0.003183962315779495
518,2459.91793327341,0.0031042598654239255
519,2461.886992890413,0.003637860847696804
520,2462.3486279676285,0.003153058703202505
521,2463.506932376264,0.002897243749655381
522,2459.1054212051704,0.0033713044865606406
523,2456.2392570672328,0.003628590706673266
524,2459.200262950348,0.0036110357112488075
525,2456.640210023053,0.0037765996311806232
526,2456.90612671328,0.003890089031151895
527,2459.8079888562615,0.003242558136940845
528,2454.190517909433,0.003971786476756849
529,2460.5009800162547,0.003186098533167228
530,2456.0683744641533,0.0036479893441795546
531,2460.878309849927,0.003167272868072269
532,2459.068733169088,0.0036017579241555773
533,2452.42308735155,0.003942658745366009
534,2459.333290116728,0.003275989338591875
535,2460.2567789227182,0.002995504153946629
536,2457.3963422339,0.003661658992261068
537,2455.8824612554163,0.0035521048520208063
538,2462.771885172682,0.003058013563578662
539,2460.512607305073,0.0035421843659495904
540,2450.4960103344947,0.004496773204655071
541,2461.1385035760277,0.003190720658014371
542,2459.077292161287,0.0035023476529863857
543,2454.2898411138353,0.0039395026499792095
544,2458.19292099501,0.0035743060402169177
545,2461.6078868224477,0.0030399641735776896
546,2463.9513529668698,0.0028326699829272443
547,2461.534207807056,0.0034080027987469946
548,2457.612169012317,0.003345928965081275
549,2453.747983599676,0.004216429511033826
550,2459.181967411452,0.0030767472413032386
551,2457.048242003996,0.00344242908233656
552,2455.1553008121855,0.004197849484155239
553,2450.6221964486285,0.0049594474873213956
554,2457.88063242036,0.0037530158530803873
555,2456.0644961677217,0.004076100791549766
556,2459.725593784382,0.003382378727432504
557,2464.3473044098923,0.002805150031659705
558,2452.6999269027656,0.004065492143496427
559,2456.482507295502,0.003759459448736945
560,2458.613723736167,0.0035042244186864785
561,2457.1972808671244,0.0033180097865113632
562,2461.9869715281075,0.003055488935549861
563,2458.7437697626856,0.003524448653290496
564,2459.14754628035,0.0037850808361723316
565,2462.965778889982,0.002712619349237823
566,2457.941790899665,0.003501021220215005
567,2454.6474387742255,0.003781318681529771
568,2454.6112164040887,0.003840544398272672
569,2461.92053687474,0.002721110378620756
570,2456.536903296097,0.0035013205424785413
571,2457.8060719820464,0.0034472758665449505
572,2459.128673918881,0.0034208930490783546
573,2461.578850827154,0.0034932685787808964
574,2461.6141971410084,0.0026959716180745157
575,2467.342944036453,0.0025668371698060574
576,2457.053473938962,0.003502616888900654
577,2463.11522040067,0.003233779471122847
578,2462.26074709524,0.0029669046664874267
579,2457.794539656165,0.003334598794632993
580,2458.6178243598433,0.0035535721571464222
581,2457.317784335276,0.0037558911798312965
582,2455.4257548356227,0.0037499605085651345
