Batch No,SSE,Silhouette Score,Accuracy
209,4846.628615350349,0.008074542228238469,0.4928
210,4848.785284428259,0.008195998310259913,0.4912
211,4841.396522489858,0.008872399890759717,0.4948
212,4837.393753959693,0.009472701883643098,0.4834
213,4830.371931089041,0.008723529038548929,0.4824
214,4849.772275167244,0.008037826871878815,0.4902
215,4836.544507648734,0.008924931689008606,0.4742
216,4844.381467742341,0.00835249435953387,0.496
217,4834.106747516635,0.008773898243007911,0.4868
218,4839.864197015589,0.008626917788746928,0.4706
219,4844.375268991483,0.008160387692038088,0.484
220,4848.141009412181,0.008450312552755851,0.4962
221,4847.398321716934,0.00900141674183443,0.4832
222,4842.356653562692,0.0083799537989952,0.497
223,4857.323504250011,0.007789853977393301,0.4854
224,4844.671837880131,0.008359081876997552,0.4884
225,4849.6576194793415,0.008118696036366954,0.5042
226,4845.469517526655,0.008619431902462235,0.4778
227,4834.920867203632,0.009570227142203009,0.483
228,4845.352701657739,0.008629932165851525,0.4802
229,4846.193845745944,0.008256059744801935,0.4794
230,4848.617760636173,0.008292805608115343,0.4784
231,4855.152183643995,0.0074072271079596045,0.4698
232,4841.455359108806,0.008775634075564944,0.4846
233,4843.016012630364,0.008339059707837593,0.48
234,4851.779586772676,0.008300532982977617,0.4866
235,4850.283886023446,0.007827353380494418,0.482
236,4842.229480928759,0.00882652584054492,0.4868
237,4841.7044124240265,0.008307440525745455,0.4924
238,4846.577786526475,0.008454595657669652,0.4794
239,4844.141898330074,0.008104032937705171,0.4834
240,4845.817116696495,0.008201595332111575,0.4786
241,4854.434601111776,0.007602510496818485,0.4898
242,4842.511998668151,0.008738853665476633,0.487
243,4850.209767265523,0.007750265196305284,0.4982
244,4848.244360892124,0.008710486907658677,0.4848
245,4852.950310819142,0.00821219590358361,0.4836
246,4838.811130764683,0.009006139546089559,0.4826
247,4851.942875744737,0.007767254743883365,0.4882
248,4843.065836732148,0.00875922292674878,0.489
249,4841.731982866484,0.008657309349548236,0.4944
250,4843.923206723693,0.008392905386379034,0.4888
251,4845.1070010650465,0.007844269927756284,0.4964
252,4842.677686188474,0.008779921326729494,0.47
253,4845.15271823367,0.008265298280285239,0.4914
254,4846.426691919885,0.008756071153135656,0.4818
255,4847.581909832032,0.008552341876269142,0.4608
256,4841.857660446358,0.008437311806009089,0.4776
257,4845.830290487873,0.008025310449312918,0.4914
258,4839.152719744287,0.008958589278282516,0.4712
259,4853.762477572808,0.007659882026920999,0.4838
260,4850.057970001223,0.008360574909362447,0.484
261,4841.211186909488,0.00843476445797768,0.491
262,4839.40459896943,0.009151859216497655,0.4768
263,4842.3470137801205,0.008785499311031219,0.4848
264,4845.4224873297835,0.008375347829660549,0.474
265,4839.043702663278,0.00923472194992783,0.4936
266,4839.026461877439,0.008530548116997563,0.489
267,4843.591452227159,0.008677396763052203,0.486
268,4841.729246113173,0.008454374221433249,0.4804
269,4853.851991544501,0.007623930044528056,0.4918
270,4840.018563536316,0.008939793719753498,0.491
271,4843.354936313427,0.008421010190104196,0.4882
272,4846.877580800725,0.008219520540249454,0.4852
273,4854.441342959643,0.007753586571238287,0.4896
274,4841.842017870313,0.008536200791155206,0.476
275,4853.335413883669,0.0072827344586303185,0.4802
276,4832.134922204854,0.009215426985463801,0.4852
277,4843.81251957246,0.008531686563534674,0.4802
278,4854.69120755624,0.007617420705722034,0.4842
279,4830.50218555632,0.009227300899465475,0.4822
280,4843.004363203315,0.008317366888410399,0.4896
281,4854.844617240818,0.007566480042302109,0.4852
282,4851.660442666904,0.00778756288254347,0.478
283,4837.837682600298,0.009034829880166939,0.4744
284,4844.107959700613,0.008210165917629032,0.4854
285,4840.881978604997,0.008692103280325917,0.4808
286,4852.052463787024,0.007651575597106117,0.4912
287,4860.162708117205,0.007261902902340403,0.4868
288,4855.27924599664,0.0073480564060355025,0.484
289,4842.067306095476,0.008728484831014694,0.4876
290,4839.962722469836,0.009226412169908979,0.4774
291,4840.634717642519,0.008661003806068095,0.4814
292,4842.384474442636,0.008584697896855445,0.492
293,4843.980381321146,0.00859649952058478,0.4824
294,4845.292656925244,0.008307520689414613,0.4882
295,4848.586658788375,0.008117995242200382,0.4714
296,4837.3659618639595,0.009072807563560978,0.4794
297,4850.632841111699,0.00805994465024684,0.4842
298,4848.984090104512,0.008316441264230064,0.4852
299,4844.098340584595,0.008310714174844474,0.4818
300,4851.9120055048015,0.007625587891123257,0.4686
301,4843.3322980008115,0.007991353492431947,0.4874
302,4840.8557532015075,0.008364077987425328,0.489
303,4837.16113946966,0.00898114468701798,0.4976995399079816
