Batch No,SGD Accuracy,SGD F1,SGD Precision,SGD Recall,NB Accuracy,NB F1,NB Precision,NB Recall,PA Accuracy,PA F1,PA Precision,PA Recall,
0,0.78825,0.7916359163591636,0.7783475232198143,0.8053859245169687,0.86215,0.8583757127446447,0.8815150875712175,0.8364200620682751,0.79785,0.8109776053111413,0.7607894736842106,0.8682550805886475
1,0.7829,0.7979713381723432,0.7522589700850952,0.8495987317943129,0.84085,0.8507525671683781,0.8075485134413388,0.8988407807391261,0.8137,0.8166699468608543,0.8111621542371225,0.8222530466660062
2,0.7698,0.7768514928266771,0.7558951141294096,0.7990029910269193,0.8327,0.8395357759447535,0.8088153760857513,0.8726819541375872,0.802,0.7994327390599676,0.8124356598723492,0.786839481555334
3,0.7709,0.775787825406146,0.7525156635655971,0.8005453443748738,0.8322,0.831017119838872,0.8286804579232777,0.8333669965663503,0.80015,0.7948467895088026,0.8081619872664649,0.7819632397495455
4,0.77605,0.7757472587993792,0.774390243902439,0.7771090380178554,0.83215,0.8308219523257572,0.8348187158193234,0.8268632761560839,0.8049,0.8022301064368981,0.8107775842639073,0.7938609690039121
5,0.77285,0.7796906066631103,0.7532796101949025,0.8080209066237812,0.82715,0.8259753335011327,0.827349737797499,0.8246054879887426,0.80965,0.8130432647448805,0.7948914922220088,0.8320434214493919
6,0.76915,0.7738206045167295,0.7566583636712014,0.7917794486215539,0.82405,0.8219039425072118,0.8299264104660671,0.8140350877192982,0.79785,0.7831590238669884,0.8420991926182237,0.7319298245614035
7,0.76375,0.7787610619469026,0.7361246348588121,0.8266401590457256,0.81745,0.8190872602943363,0.8166189111747851,0.8215705765407555,0.8026,0.8018072289156628,0.8099391480730224,0.7938369781312127
8,0.7651,0.775494600019115,0.7479030325375611,0.8051999603056466,0.8172,0.8184707050645481,0.8190400476994932,0.8179021534186762,0.78345,0.8042662810141455,0.7384232365145228,0.8830008931229533
9,0.76335,0.7727469150621789,0.7431658662726265,0.8047804780478047,0.8187,0.8184458241538154,0.8195126842474681,0.8173817381738174,0.7972,0.7940907706366129,0.806371790906279,0.7821782178217822
10,0.76165,0.7671567430274019,0.7400810479690887,0.7962887852362603,0.8159,0.8137582195245322,0.811869196608801,0.815656053538836,0.79955,0.7907729241688846,0.8147112592751908,0.7682011762320016
11,0.76525,0.7742245732147152,0.7419354838709677,0.8094519859225742,0.816,0.81421647819063,0.8176011355571328,0.8108597285067873,0.8031,0.8093347535586327,0.7804650294145111,0.840422322775264
12,0.7662,0.7743461055882637,0.7432144511347846,0.8081998589704845,0.8171,0.8148785425101215,0.8187735177463643,0.8110204492797422,0.80605,0.8048105469732804,0.804041825859642,0.8055807393976026
13,0.7614,0.7702897853085588,0.7417949193398851,0.8010612735282339,0.8095,0.8082922411190501,0.8124620675703015,0.8041649979975971,0.7936,0.8085165599777345,0.7532411408815903,0.8725470564677613
