Batch No,SSE,Silhouette Score,Accuracy
0,2426.653610782404,0.008165919914577302,0.4732
1,2431.7298277106056,0.00705246456075919,0.468
2,2426.8871782899305,0.007953487929307857,0.4892
3,2426.6478075407636,0.007912324158866743,0.4716
4,2421.2137751459327,0.008670660928535596,0.486
5,2425.219499915059,0.007437728704854107,0.4796
6,2415.8664137039577,0.009010237480718589,0.4776
7,2420.3023055438566,0.008376147184814706,0.488
8,2419.4022735494686,0.008957025940389081,0.4828
9,2430.7685349496164,0.007188980274189041,0.49
10,2428.279146780992,0.007613009265958799,0.4708
11,2423.84983790601,0.008482750493675102,0.468
12,2422.448879902513,0.008865423348887534,0.4872
13,2427.8849030174442,0.007538319517725514,0.4776
14,2430.3360816259087,0.006752750369509934,0.4768
15,2422.3528068239216,0.008684363045960172,0.484
16,2420.453252584876,0.00848476823053699,0.49
17,2417.2504991691694,0.0092613823449233,0.4888
18,2419.1408984534264,0.008268244108793177,0.484
19,2418.564894816488,0.008794587573091204,0.4884
20,2427.727327267383,0.007511812454194208,0.4812
21,2418.3060595082757,0.009195458402666813,0.472
22,2419.9012769682204,0.009108543149272149,0.4776
23,2418.9077477882447,0.009014533410451112,0.5016
24,2421.0211817864133,0.007966967100446806,0.4852
25,2423.0761318047007,0.008494329640963206,0.488
26,2424.543108014682,0.008448829052895396,0.474
27,2414.456030247513,0.009265530942072423,0.5048
28,2422.7949307891827,0.008677511606096488,0.4828
29,2432.3763842957605,0.007245316169104377,0.48
30,2421.2542456219135,0.008635047888415723,0.5008
31,2428.161527566577,0.007930491540945587,0.4744
32,2425.3391204134355,0.007687925445110201,0.4764
33,2423.4401066425185,0.00787849763521526,0.486
34,2421.9747351904402,0.008396622020144625,0.4824
35,2428.557585328526,0.007848514086951747,0.4968
36,2419.4468682927013,0.008338005850566394,0.4932
37,2423.749516276284,0.008602860970185365,0.4628
38,2423.361671769711,0.008663562707510968,0.494
39,2424.046415751817,0.007879844371129013,0.4916
40,2421.9636590343844,0.00870906824725831,0.4828
41,2430.2942558728223,0.007461593155516336,0.48
42,2423.0771457401925,0.00853480913525274,0.4952
43,2413.15350416107,0.009862904915025702,0.4856
44,2424.2820276668663,0.008284946724649554,0.4872
45,2423.7802359723437,0.008182054713822513,0.4716
46,2424.5766646931206,0.008728059206902247,0.504
47,2422.6200560351767,0.007747319493542089,0.4856
48,2430.430622563838,0.007132964101281473,0.49
49,2418.3670804799513,0.009114105184408944,0.494
50,2420.1837357230525,0.008622379985711645,0.4848
51,2414.704563799865,0.009457367421244485,0.5
52,2421.578000896372,0.008857163855326342,0.4976
53,2420.448645710802,0.008839906276931197,0.4812
54,2422.1179039012945,0.007556642816713318,0.496
55,2427.0360575238565,0.007622747985089943,0.4772
56,2425.10204047767,0.008071864192373573,0.4936
57,2420.9513313987823,0.008364298323635031,0.4988
58,2428.313007752334,0.007512625913606721,0.4684
59,2412.3183488601317,0.009822262265460083,0.4704
60,2419.006698491815,0.008574726297503306,0.4816
61,2426.506507686068,0.008032213805580916,0.476
62,2422.9344838102215,0.007516261663459159,0.4904
63,2430.873352727969,0.00749920180054529,0.4948
64,2423.44712649511,0.009194726614602213,0.4784
65,2421.2608796854856,0.009286899993342264,0.48
66,2417.7696015845486,0.008724650906745209,0.4844
67,2425.1400169862054,0.007919685922582095,0.4772
68,2415.0248233878874,0.009437763489178925,0.4856
69,2422.3644330431976,0.008609347098465628,0.472
70,2424.445012920858,0.008321271642801626,0.4868
71,2426.750000645458,0.007603705095055775,0.4848
