Batch No,SSE,Silhouette Score,Accuracy
0,9791.779837959919,0.0033541694939446857,0.466
1,9761.95187237872,0.004257300546694,0.4762
2,9786.340324268373,0.0036019754488233547,0.4643
3,9783.756197347142,0.0040136189884844315,0.4719
4,9755.652053920272,0.0044994989880353204,0.4768
5,9774.3847490854,0.003978404779564816,0.4733
6,9765.560065695397,0.004145556075236719,0.4765
7,9784.722716072201,0.0038394469636144927,0.478
8,9781.837092381687,0.003772927675735535,0.4698
9,9777.276561613737,0.003546560836727257,0.4718
10,9775.467343185812,0.003985123943567318,0.4753
11,9775.23619583621,0.0042634700180726156,0.4738
12,9766.155083237914,0.004275751335563797,0.477
13,9778.222450822568,0.003548474442367391,0.476
14,9769.550902764624,0.0041231576370394495,0.4672
15,9778.256739173956,0.004057921006196382,0.4695
16,9777.693267909928,0.00399274028618462,0.4706
17,9772.654000191887,0.003995930623929569,0.4672
18,9778.568179923599,0.00401716485326936,0.4715
19,9761.728145184645,0.004559849482770212,0.464
20,9758.176067619062,0.004320608620988036,0.4822
21,9766.033479856285,0.004075104232699424,0.4759
22,9773.889344180781,0.003920844569089371,0.4754
23,9767.972808400618,0.004190310037780264,0.4734
24,9764.800411381795,0.004038758674914618,0.4818
25,9755.430018479987,0.004596480713609647,0.473
26,9770.090132468966,0.0035931869278653197,0.4735
27,9758.758951174554,0.004626769765440319,0.4735
28,9759.616826881556,0.004686790750413581,0.4763
29,9780.40942678027,0.0037819338115059027,0.4684
30,9773.868369132877,0.004016724589633987,0.4701
31,9768.067605538046,0.00421271759193408,0.4732
32,9767.740492747953,0.004173369178767983,0.469
33,9765.119162739356,0.004127792283633362,0.4677
34,9781.243759745495,0.0038088328085439543,0.4699
35,9788.137657529614,0.0036279657567995912,0.4679
36,9756.582020597274,0.004323341289693031,0.4764
37,9773.98856284246,0.0039333291553305325,0.4704
38,9774.328571815817,0.004075742430655461,0.4771
39,9757.664135648081,0.004287746191238193,0.4758
40,9778.13500628071,0.0038291898740707006,0.4856
41,9769.238258686724,0.00404859803339839,0.4681
42,9761.101680066411,0.004161754903115231,0.4669
43,9771.276855134536,0.003743229680891285,0.474
44,9782.14294473568,0.003471757925408915,0.4646
45,9778.158824910537,0.003574767945769949,0.4793
46,9777.557933282387,0.003602661185357295,0.4709
47,9772.62449431121,0.003927826138533608,0.4653
48,9767.389485676942,0.004119323762666867,0.4669
49,9773.06024879675,0.004128449494965973,0.4747
50,9774.92058443516,0.004287674032999628,0.477
51,9765.672506634384,0.004240494444537512,0.4713
52,9764.447865997348,0.004176919171842869,0.4718
53,9775.748122299705,0.004085998436295782,0.4766
54,9773.15711763343,0.003997946728661286,0.4782
55,9766.62896510965,0.00428202196815353,0.4762
56,9772.003096989332,0.00377950587976908,0.4731
57,9771.34076299948,0.004070911137525461,0.4708
58,9775.334993820232,0.003958044378820063,0.4657
59,9757.087656423495,0.0043950562125275126,0.4697
60,9771.616585632433,0.0036657281519273566,0.4754
61,9771.66479243806,0.004171932237723902,0.4706
62,9778.27154068807,0.0038791005304361676,0.4785
63,9770.181357332402,0.004011666418171847,0.4743
64,9777.394342417341,0.0039350581042878014,0.4747
65,9766.685633091158,0.0042003975160633065,0.4702
66,9770.433862138136,0.004174510247788906,0.4751
67,9771.992907105854,0.004033841442282062,0.4733
68,9776.002952819988,0.003646063935590517,0.4707
69,9773.897678790345,0.0039256098081832305,0.4701
70,9755.791963278007,0.004416551427761493,0.4816
71,9777.962929582096,0.003545071390941751,0.466
72,9778.353971868743,0.0037980269851971456,0.4829
73,9769.028922812946,0.004254687543797733,0.4712
74,9775.033420787859,0.0038193121864700664,0.4742
75,9771.49387670153,0.004185793083049397,0.4735
76,9769.412076961893,0.003975112861375602,0.4656
77,9773.771435700965,0.004048102421873334,0.4612
78,9773.539047766637,0.003791047242790379,0.4641
79,9766.93926676531,0.004007490849552851,0.4764
80,9768.285284697442,0.003999257196319894,0.4723
81,9771.389959673601,0.003992467911589925,0.4734
82,9765.56082815236,0.004422964652901252,0.4741
83,9779.53837340221,0.003728062326222552,0.4716
84,9759.421076896522,0.0042376387014565,0.4787
85,9769.911942923281,0.003944962514807654,0.4654
86,9769.545690626892,0.004174564209978536,0.4692
87,9772.182134439385,0.003860638333077314,0.4829
88,9772.583678006413,0.004007391250941412,0.4701
89,9769.189015180576,0.003909623545856627,0.474
90,9764.00691618266,0.004382470486977342,0.4807
91,9770.716704813094,0.004144773701993993,0.4721
92,9778.45234993067,0.004061672972422052,0.4732
93,9777.050643747056,0.004035293566853217,0.4742
94,9777.859438957239,0.00391479545076619,0.4761
95,9772.942778132034,0.004211908352041374,0.472
96,9770.584982573946,0.003880431818996311,0.4701
97,9768.228931176463,0.004146227040521359,0.477
98,9773.0748563531,0.004234314827165274,0.4698
99,9760.562485592893,0.004353964575197175,0.4743
100,9770.454892625554,0.0039942786699880255,0.4738
101,9767.09426899744,0.003918815339777965,0.4769
102,9759.981174592313,0.004310736663047079,0.47
103,9767.465779217993,0.004129858045577359,0.4691
104,9761.12488694285,0.004602969577132151,0.4728
105,9772.521963354826,0.004148569616057449,0.4792
106,9759.879195081368,0.004138176305548439,0.4759
107,9768.914475948486,0.004074912314727694,0.4655
108,9761.373238368491,0.004026585372722336,0.4714
109,9762.805029692474,0.004290094955749455,0.4676
110,9780.828467179097,0.003824301712550605,0.4791
111,9785.337141543145,0.0035005962504116666,0.4776
